lon_west,lat_south,lon_east,lat_north,area_ha,forest_share,mean_treecover_pct,loss_share_2001_2019_pct,loss_years_2001_2019,recent_loss_2017_2019_pct,peak_year_loss_pct,future_loss_2020_2024_pct,label,tile
32.13283,57.79594,32.19683,57.83594,1746.65,0.9202,84.51,1.457,3,0.0734,0.6539,0.019,0,60N_030E
33.73224,58.8753,33.79624,58.9153,1694.43,0.856,80.67,18.5957,17,0.649,5.4389,0.5211,0,60N_030E
39.07058,59.64591,39.13458,59.68591,1656.78,0.9946,82.81,6.2775,11,2.1868,1.4194,0.308,0,60N_030E
34.51119,57.03341,34.57519,57.07341,1783.14,0.3873,81.43,14.581,17,6.2208,3.0464,2.0779,1,60N_030E
36.81991,50.24504,36.88391,50.28504,2092.68,0.7696,76.69,11.8338,16,0.3103,5.0237,1.4877,1,60N_030E
35.87938,53.89636,35.94338,53.93636,1929.71,0.3219,80.84,0.0545,0,0.0213,0.0213,0.0308,0,60N_030E
32.75336,58.46522,32.81736,58.50522,1714.35,0.8724,83.11,24.4867,17,1.3857,5.1366,1.2437,1,60N_030E
31.49957,55.30246,31.56357,55.34246,1864.74,0.3797,64.75,0.8885,5,0.0,0.1445,0.0,0,60N_030E
39.0504,51.58301,39.1144,51.62301,2033.95,0.5925,67.18,5.3889,8,0.7224,1.2176,0.0853,0,60N_030E
35.09745,58.74209,35.16145,58.78209,1700.91,0.6793,82.52,11.6514,16,2.1814,1.7051,4.0628,1,60N_030E
33.06016,55.4614,33.12416,55.5014,1857.31,0.8284,83.47,7.8594,10,0.5473,3.0617,1.3385,1,60N_030E
39.1824,59.15681,39.2464,59.19681,1680.71,0.6775,83.32,22.2201,16,4.3218,3.107,2.2997,1,60N_030E
35.0946,59.21603,35.1586,59.25603,1677.82,0.7395,70.34,4.3729,11,0.6682,1.7436,0.0118,0,60N_030E
32.50394,52.80463,32.56794,52.84463,1979.33,0.5834,70.79,3.882,11,0.0829,0.7793,0.0071,0,60N_030E
33.89183,59.17062,33.95583,59.21062,1680.04,0.902,83.69,6.1665,11,0.4525,1.8643,0.0,0,60N_030E
33.03192,52.04858,33.09592,52.08858,2013.25,0.653,72.34,6.055,17,0.9406,0.6611,1.0851,1,60N_030E
34.02829,55.38733,34.09229,55.42733,1860.77,0.5762,79.01,1.1249,2,0.5447,0.4595,0.379,0,60N_030E
32.32348,57.6033,32.38748,57.6433,1755.89,0.9822,83.35,3.4036,10,0.4858,0.4714,1.0092,1,60N_030E
32.06073,55.24831,32.12473,55.28831,1867.25,0.7566,81.8,3.2906,7,2.2411,1.2011,3.7168,1,60N_030E
33.6106,58.64717,33.6746,58.68717,1705.53,0.7894,81.96,10.6579,17,2.4852,2.7791,4.0717,1,60N_030E
34.00977,54.06865,34.07377,54.10865,1921.81,0.9895,87.49,1.6605,3,0.019,0.7249,0.0,0,60N_030E
35.62445,53.49006,35.68845,53.53006,1948.26,0.9269,83.76,0.5686,2,0.0118,0.2109,0.0,0,60N_030E
31.75486,55.46615,31.81886,55.50615,1857.09,0.7198,81.04,0.9829,3,0.0805,0.1208,0.0687,0,60N_030E
39.36534,59.21753,39.42934,59.25753,1677.75,0.9705,85.18,9.5101,6,1.777,3.5403,2.4664,1,60N_030E
32.55118,52.04536,32.61518,52.08536,2013.39,0.4249,65.43,2.6286,10,0.2534,0.6275,0.2558,0,60N_030E
36.71128,58.41778,36.77528,58.45778,1716.64,0.4498,80.91,7.0018,8,0.0166,4.5132,0.8334,0,60N_030E
31.37252,55.1324,31.43652,55.1724,1872.66,0.7532,77.95,0.8004,2,0.0332,0.412,1.2296,1,60N_030E
33.19514,59.4101,33.25914,59.4501,1668.33,0.7941,81.53,11.6105,15,0.0189,2.4628,0.9403,0,60N_030E
32.58942,59.17041,32.65342,59.21041,1680.05,0.7353,75.59,8.1302,8,1.1086,4.3784,4.6008,1,60N_030E
33.4868,59.32504,33.5508,59.36504,1672.49,0.7706,79.99,7.7055,12,0.4074,3.4827,0.0379,0,60N_030E
38.96974,57.21123,39.03374,57.25123,1774.66,0.7197,78.68,1.6609,5,0.4503,0.4242,0.5923,0,60N_030E
33.28938,54.22071,33.35338,54.26071,1914.83,0.7278,84.17,2.9945,9,1.0732,0.6847,2.7313,1,60N_030E
33.27298,56.9255,33.33698,56.9655,1788.27,0.9543,84.91,1.1137,5,0.0,0.4384,1.0686,1,60N_030E
38.94435,55.69512,39.00835,55.73512,1846.38,0.5435,78.6,27.0695,13,0.3364,16.722,0.4927,0,60N_030E
33.456,57.82478,33.52,57.86478,1745.25,0.8866,83.63,1.0065,3,0.0071,0.206,0.5896,0,60N_030E
36.87661,55.73484,36.94061,55.77484,1844.51,0.6544,79.43,5.6777,8,0.9262,1.7195,0.3931,0,60N_030E
35.94404,53.72788,36.00804,53.76788,1937.42,0.3779,75.99,0.1042,0,0.0024,0.0781,0.0,0,60N_030E
34.34573,55.07531,34.40973,55.11531,1875.31,0.5675,77.95,2.8231,5,0.109,1.6625,0.8127,0,60N_030E
31.86046,59.1158,31.92446,59.1558,1682.71,0.3264,62.55,0.0474,0,0.0,0.0261,0.0237,0,60N_030E
36.21861,57.47215,36.28261,57.51215,1762.18,0.7795,84.46,5.0116,10,0.2037,1.1225,0.0071,0,60N_030E
34.29513,57.70024,34.35913,57.74024,1751.25,0.532,80.84,3.1919,9,0.3576,0.6725,1.7973,1,60N_030E
32.56498,53.33705,32.62898,53.37705,1955.22,0.369,75.54,6.1153,14,1.957,0.9928,1.6894,1,60N_030E
30.26804,58.6823,30.33204,58.7223,1703.82,0.7206,83.39,2.8937,5,0.0474,1.2785,0.4359,0,60N_030E
36.38145,53.33563,36.44545,53.37563,1955.29,0.4747,78.69,2.34,6,0.1421,1.1487,0.0,0,60N_030E
35.34977,50.49334,35.41377,50.53334,2081.88,0.4173,77.76,0.7036,2,0.0,0.2512,0.154,0,60N_030E
30.76081,54.78837,30.82481,54.82837,1888.63,0.894,83.43,1.3502,5,0.315,0.3363,2.6864,1,60N_030E
39.29536,51.86874,39.35936,51.90874,2021.27,0.6847,73.99,0.6302,1,0.3388,0.3009,0.1042,0,60N_030E
31.57008,57.57512,31.63408,57.61512,1757.25,0.9506,82.23,0.5873,3,0.1114,0.251,1.2383,1,60N_030E
37.38761,55.10626,37.45161,55.14626,1873.87,0.4296,77.24,1.3174,3,0.1161,0.571,0.1398,0,60N_030E
32.37672,53.30943,32.44072,53.34943,1956.48,0.6703,78.02,5.4198,16,1.0944,0.8432,1.0683,1,60N_030E
32.86322,55.66979,32.92722,55.70979,1847.56,0.991,86.32,8.1529,11,0.8453,2.6675,4.8036,1,60N_030E
37.36713,57.93229,37.43113,57.97229,1740.08,0.4231,64.01,0.8621,2,0.0379,0.2487,0.0024,0,60N_030E
36.43129,56.70168,36.49529,56.74168,1798.91,0.9667,81.16,0.4526,1,0.0,0.3483,0.0403,0,60N_030E
30.75022,56.8527,30.81422,56.8927,1791.74,0.9802,84.48,7.2109,3,0.0,3.7178,0.0,0,60N_030E
34.1109,57.7778,34.1749,57.8178,1747.51,0.9589,84.73,10.2561,5,7.9794,6.6332,5.7351,1,60N_030E
38.34724,57.54412,38.41124,57.58412,1758.73,0.6798,80.34,4.3748,9,0.5233,1.22,0.8147,0,60N_030E
31.71142,53.56211,31.77542,53.60211,1944.98,0.3454,77.41,1.1346,3,0.1729,0.3506,0.0,0,60N_030E
35.16785,57.0193,35.23185,57.0593,1783.8,0.464,78.25,3.3843,4,0.0971,1.4018,1.4099,1,60N_030E
35.04751,57.92036,35.11151,57.96036,1740.66,0.3945,78.31,0.8927,3,0.0047,0.483,0.1374,0,60N_030E
35.73758,59.34731,35.80158,59.38731,1671.4,0.3807,77.21,7.1917,11,2.5362,2.0554,1.8044,1,60N_030E
39.18346,56.44339,39.24746,56.48339,1811.15,0.4468,80.03,0.9334,3,0.5047,0.481,0.045,0,60N_030E
32.53489,54.94534,32.59889,54.98534,1881.35,0.4624,76.18,0.2013,0,0.0,0.0521,0.2819,0,60N_030E
37.44171,54.78302,37.50571,54.82302,1888.87,0.3851,74.73,0.649,2,0.0,0.2913,0.0,0,60N_030E
35.40088,51.89199,35.46488,51.93199,2020.23,0.4218,72.17,0.3174,0,0.0663,0.0829,0.1042,0,60N_030E
31.27565,58.94178,31.33965,58.98178,1691.2,0.9368,83.74,0.5779,1,0.0734,0.4405,0.0,0,60N_030E
34.58863,52.19259,34.65263,52.23259,2006.81,0.3791,72.95,0.1942,0,0.0687,0.0687,0.0995,0,60N_030E
33.65533,58.43783,33.71933,58.47783,1715.67,0.9922,76.26,3.8966,6,0.1019,1.9494,0.1184,0,60N_030E
36.36465,57.60947,36.42865,57.64947,1755.6,0.832,77.94,9.7906,17,1.4881,1.4005,2.1512,1,60N_030E
30.22163,58.42377,30.28563,58.46377,1716.35,0.532,83.67,0.2819,0,0.0071,0.0971,0.0,0,60N_030E
32.60219,58.99869,32.66619,59.03869,1688.43,0.8828,83.75,0.0663,0,0.0,0.0166,0.0,0,60N_030E
33.23087,51.61001,33.29487,51.65001,2032.75,0.5095,74.9,6.3862,17,1.4426,0.8763,1.7457,1,60N_030E
36.51481,53.44954,36.57881,53.48954,1950.1,0.7455,80.67,0.7155,2,0.0,0.398,0.0237,0,60N_030E
32.99284,55.92422,33.05684,55.96422,1835.63,0.7237,80.26,7.2734,13,0.9572,2.4605,1.3357,1,60N_030E
39.08184,56.2641,39.14584,56.3041,1819.61,0.5056,83.91,6.4383,7,1.7263,1.6705,2.6784,1,60N_030E
32.18646,56.09717,32.25046,56.13717,1827.49,0.9411,75.32,15.6746,15,3.1221,4.2019,0.9214,0,60N_030E
33.9308,58.8653,33.9948,58.9053,1694.92,0.8154,78.96,10.0116,15,1.7998,1.8739,0.6512,0,60N_030E
34.59743,59.6745,34.66143,59.7145,1655.37,0.8122,78.97,12.9281,12,0.7555,3.3724,2.6574,1,60N_030E
31.59544,53.81694,31.65944,53.85694,1933.35,0.3742,78.17,2.5756,9,1.0212,0.4478,0.8621,0,60N_030E
34.74322,59.0013,34.80722,59.0413,1688.3,0.888,79.52,5.4874,12,1.0449,1.4905,2.8989,1,60N_030E
36.34768,56.41919,36.41168,56.45919,1812.29,0.646,79.57,2.5057,7,0.1184,1.0609,0.0355,0,60N_030E
34.20211,58.88903,34.26611,58.92903,1693.76,0.843,78.2,10.2369,16,1.9871,2.3002,2.0225,1,60N_030E
32.79168,59.19598,32.85568,59.23598,1678.81,0.9206,81.75,29.8308,12,0.3055,14.383,1.0301,1,60N_030E
32.3989,52.16884,32.4629,52.20884,2007.88,0.4064,72.23,4.168,15,0.7014,0.9715,1.4146,1,60N_030E
38.51398,56.0856,38.57798,56.1256,1828.03,0.7156,77.2,9.3518,12,0.1824,3.2085,0.4479,0,60N_030E
38.0836,54.21538,38.1476,54.25538,1915.07,0.3665,79.89,1.2175,4,0.3175,0.3175,0.0047,0,60N_030E
31.7369,54.59622,31.8009,54.63622,1897.52,0.5512,80.27,0.0924,0,0.0,0.0237,0.1468,0,60N_030E
33.53275,51.85432,33.59675,51.89432,2021.9,0.6741,71.29,5.4652,13,0.6184,1.0681,2.3857,1,60N_030E
33.11962,58.74844,33.18362,58.78844,1700.61,0.762,81.07,9.4825,13,4.1993,2.6648,2.711,1,60N_030E
33.91755,57.54104,33.98155,57.58104,1758.87,0.6693,82.89,10.7631,15,2.482,2.255,5.0247,1,60N_030E
35.02181,54.94069,35.08581,54.98069,1881.57,0.6964,80.68,0.7033,2,0.4428,0.4428,0.5967,0,60N_030E
34.35282,58.59283,34.41682,58.63283,1708.16,0.8552,78.79,4.7813,11,2.1088,1.8837,3.063,1,60N_030E
37.38739,57.60432,37.45139,57.64432,1755.84,0.5593,81.52,7.3164,17,1.2578,1.0302,2.4777,1,60N_030E
32.36281,59.19489,32.42681,59.23489,1678.86,0.7537,80.24,4.9012,13,0.1825,0.8221,0.2676,0,60N_030E
33.59784,57.67625,33.66184,57.71625,1752.39,0.5071,80.18,4.6758,7,0.3837,2.2952,0.1991,0,60N_030E
31.00651,57.8509,31.07051,57.8909,1744.0,0.596,81.79,5.0775,11,0.1256,1.2321,0.3766,0,60N_030E
32.80143,56.53962,32.86543,56.57962,1806.59,0.6787,82.09,0.2866,0,0.0734,0.0806,0.0,0,60N_030E
32.96199,57.20033,33.02599,57.24033,1775.17,0.678,79.97,4.5973,11,1.2861,0.8197,2.1366,1,60N_030E
36.88387,59.61553,36.94787,59.65553,1658.26,0.812,80.17,11.9788,14,3.102,2.7383,4.8331,1,60N_030E
38.72095,56.23559,38.78495,56.27559,1820.96,0.5947,77.06,3.7163,11,0.0308,0.9568,0.0,0,60N_030E
30.91221,54.53133,30.97621,54.57133,1900.51,0.3735,77.3,7.2599,9,3.2639,2.4966,1.6463,1,60N_030E
32.95926,54.73794,33.02326,54.77794,1890.97,0.6422,80.5,5.5674,13,0.2606,1.0467,1.3838,1,60N_030E
34.81154,56.5074,34.87554,56.5474,1808.12,0.3188,79.38,0.5897,2,0.0923,0.1681,1.0656,1,60N_030E
31.72824,59.08648,31.79224,59.12648,1684.15,0.9504,83.85,1.3194,4,0.1374,0.3602,0.0427,0,60N_030E
30.96127,57.8397,31.02527,57.8797,1744.54,0.895,82.45,4.9456,11,0.1184,0.8219,0.4144,0,60N_030E
34.1237,54.63779,34.1877,54.67779,1895.59,0.6167,76.24,1.9492,9,0.3742,0.2723,0.8785,0,60N_030E
34.6579,59.49683,34.7219,59.53683,1664.08,0.8056,81.6,15.0152,17,2.7754,2.9216,3.7678,1,60N_030E
35.89584,55.47159,35.95984,55.51159,1856.84,0.7604,82.09,0.1422,0,0.0095,0.0711,0.0,0,60N_030E
32.67597,59.21898,32.73997,59.25898,1677.68,0.8956,81.13,26.0726,17,0.4004,8.6001,0.1681,0,60N_030E
39.39883,52.73574,39.46283,52.77574,1982.44,0.3361,77.62,0.4832,1,0.0,0.1255,0.0,0,60N_030E
39.2301,59.27281,39.2941,59.31281,1675.05,0.8069,84.56,3.5572,8,1.0798,0.8168,3.7644,1,60N_030E
32.67732,55.85842,32.74132,55.89842,1838.72,0.6734,75.73,2.0255,5,0.5282,0.5259,0.7914,0,60N_030E
37.75783,55.84104,37.82183,55.88104,1839.53,0.9325,81.08,2.6672,5,0.5637,0.6609,0.064,0,60N_030E
34.0201,52.91678,34.0841,52.95678,1974.26,0.9781,85.03,4.0172,9,0.1374,0.8905,1.066,1,60N_030E
39.49386,55.36887,39.55786,55.40887,1861.63,0.9846,83.38,2.8444,7,0.1019,0.6253,0.334,0,60N_030E
34.13031,58.96896,34.19431,59.00896,1689.88,0.6018,72.32,3.0473,6,0.5759,0.7368,0.2606,0,60N_030E
35.86658,58.39969,35.93058,58.43969,1717.52,0.6858,80.72,0.6489,3,0.1634,0.1586,0.1303,0,60N_030E
37.91963,59.40289,37.98363,59.44289,1668.69,0.4613,80.87,0.0687,0,0.0,0.0521,0.0,0,60N_030E
32.78969,56.59014,32.85369,56.63014,1804.2,0.9147,84.52,0.1398,0,0.0071,0.0616,0.0,0,60N_030E
38.70727,50.85557,38.77127,50.89557,2066.03,0.5455,77.53,0.0639,0,0.0568,0.0568,0.1848,0,60N_030E
30.974,52.20724,31.038,52.24724,2006.16,0.6427,82.52,5.1164,13,1.8526,0.9975,5.1856,1,60N_030E
32.69626,55.27752,32.76026,55.31752,1865.89,0.8087,83.36,7.3897,10,3.1072,1.6317,4.3889,1,60N_030E
38.73009,59.65305,38.79409,59.69305,1656.42,0.7497,80.54,0.173,0,0.0569,0.0498,0.0047,0,60N_030E
39.34165,57.32689,39.40565,57.36689,1769.13,0.4415,76.63,0.2203,1,0.0,0.1066,0.0,0,60N_030E
31.33939,58.02692,31.40339,58.06692,1735.53,0.745,74.74,2.2898,7,0.0474,0.9709,0.045,0,60N_030E
33.72705,58.90237,33.79105,58.94237,1693.12,0.808,79.92,15.5256,16,1.9018,2.831,2.1267,1,60N_030E
32.29309,58.48679,32.35709,58.52679,1713.3,0.7508,73.8,2.5086,8,0.3151,0.5614,3.1812,1,60N_030E
35.57187,56.72826,35.63587,56.76826,1797.64,0.598,79.28,10.0137,13,0.6559,2.7759,0.675,0,60N_030E
32.52982,52.47003,32.59382,52.51003,1994.38,0.5036,82.23,0.4075,0,0.0213,0.0948,0.1564,0,60N_030E
34.33773,56.6726,34.40173,56.7126,1800.29,0.3384,76.48,0.0403,0,0.0189,0.0166,0.277,0,60N_030E
35.21906,53.70938,35.28306,53.74938,1938.26,0.7745,81.8,5.8906,12,1.2933,1.1772,0.026,0,60N_030E
34.21747,58.18939,34.28147,58.22939,1727.69,0.7608,78.97,3.2068,6,0.0971,0.81,0.0781,0,60N_030E
39.36362,57.39239,39.42762,57.43239,1766.0,0.5458,81.45,1.758,5,0.1682,0.4644,0.0664,0,60N_030E
30.78363,59.35037,30.84763,59.39037,1671.26,0.9185,84.22,9.1316,14,2.0937,1.6204,0.6181,0,60N_030E
38.44546,57.88429,38.50946,57.92429,1742.39,0.3458,76.01,2.5031,6,0.0118,0.6418,0.0071,0,60N_030E
39.23048,57.80342,39.29448,57.84342,1746.29,0.9026,84.71,2.5437,6,0.9946,0.6964,2.1834,1,60N_030E
32.94215,57.17741,33.00615,57.21741,1776.27,0.7092,81.56,4.2492,9,1.1888,0.9235,2.5195,1,60N_030E
31.0307,55.72114,31.0947,55.76114,1845.16,0.976,82.64,4.8339,4,0.0142,3.6918,0.0758,0,60N_030E
31.80147,59.12695,31.86547,59.16695,1682.18,0.7506,77.04,0.2416,1,0.0,0.1137,0.0521,0,60N_030E
33.84122,53.44983,33.90522,53.48983,1950.09,0.968,79.75,9.1769,16,0.8102,0.9757,5.3382,1,60N_030E
34.1499,56.03504,34.2139,56.07504,1830.41,0.4964,78.16,0.796,3,0.3198,0.2962,0.109,0,60N_030E
36.53873,59.25603,36.60273,59.29603,1675.86,0.7208,73.87,10.7242,12,5.1068,3.3995,5.029,1,60N_030E
33.72585,56.07532,33.78985,56.11532,1828.51,0.8095,84.15,6.7888,11,3.0225,1.279,2.3619,1,60N_030E
32.30421,51.74762,32.36821,51.78762,2026.65,0.5624,72.51,4.015,13,0.848,0.7035,0.9405,0,60N_030E
36.97437,59.3034,37.03837,59.3434,1673.55,0.6383,77.4,12.3187,17,1.7418,1.5664,0.8388,0,60N_030E
37.10293,56.97412,37.16693,57.01412,1785.96,0.6124,77.33,0.732,2,0.0024,0.289,0.0,0,60N_030E
37.27937,53.99317,37.34337,54.03317,1925.28,0.3001,78.96,0.3055,0,0.0,0.09,0.0,0,60N_030E
34.78097,57.71875,34.84497,57.75875,1750.36,0.5835,78.44,4.0527,6,0.9191,1.7149,1.9397,1,60N_030E
31.52486,53.65149,31.58886,53.69149,1940.91,0.5442,82.3,6.3881,13,2.6859,1.4519,9.7978,1,60N_030E
31.16213,56.15674,31.22613,56.19674,1824.69,0.5209,77.12,4.8917,12,0.7058,1.3054,0.5827,0,60N_030E
32.96608,57.42455,33.03008,57.46455,1764.45,0.7823,82.34,0.6372,2,0.2345,0.199,0.3529,0,60N_030E
34.95343,54.21673,35.01743,54.25673,1915.02,0.8017,81.54,1.1659,2,0.5237,0.481,0.9857,0,60N_030E
30.9238,53.02075,30.9878,53.06075,1969.56,0.7397,76.05,5.8977,14,2.1768,1.1819,2.2286,1,60N_030E
36.72672,54.06588,36.79072,54.10588,1921.94,0.8325,85.81,0.0355,0,0.0,0.0166,0.0,0,60N_030E
35.57394,54.63563,35.63794,54.67563,1895.7,0.6619,81.94,2.0131,8,0.0071,0.2676,0.2512,0,60N_030E
37.01781,56.91105,37.08181,56.95105,1788.96,0.5508,78.99,0.289,0,0.0,0.0877,0.0,0,60N_030E
38.38983,55.93983,38.45383,55.97983,1834.89,0.8233,80.25,10.8112,11,1.3596,2.5796,0.0403,0,60N_030E
33.45082,52.54065,33.51482,52.58065,1991.21,0.3277,79.3,0.334,1,0.0,0.2036,0.0,0,60N_030E
32.4366,58.37762,32.5006,58.41762,1718.59,0.8554,77.91,13.2022,18,3.0628,1.7884,4.3443,1,60N_030E
35.26932,54.68877,35.33332,54.72877,1893.23,0.6913,80.92,8.9225,16,0.9855,2.2594,0.1184,0,60N_030E
32.01487,55.53899,32.07887,55.57899,1853.69,0.9874,84.48,0.5351,1,0.045,0.2297,0.0,0,60N_030E
32.14376,57.68912,32.20776,57.72912,1751.78,0.9988,84.73,6.051,10,0.0284,1.2747,0.6278,0,60N_030E
33.89983,59.54438,33.96383,59.58438,1661.76,0.8364,83.93,9.3632,13,0.045,1.9395,0.1919,0,60N_030E
38.54176,54.9535,38.60576,54.9935,1880.98,0.4224,80.48,1.2247,3,0.9287,0.6183,0.0853,0,60N_030E
35.49764,55.07428,35.56164,55.11428,1875.35,0.8984,81.55,8.7731,12,3.8963,2.1389,3.1499,1,60N_030E
34.61588,57.77343,34.67988,57.81343,1747.73,0.6464,77.15,2.653,8,0.4193,0.5993,1.1391,1,60N_030E
33.79374,57.94578,33.85774,57.98578,1739.43,0.8584,79.21,15.6601,14,0.6254,5.5463,1.2888,1,60N_030E
32.52473,57.59612,32.58873,57.63612,1756.24,0.3616,77.68,0.1113,0,0.0332,0.0332,0.0568,0,60N_030E
34.62385,54.32887,34.68785,54.36887,1909.85,0.4458,80.03,0.0213,0,0.0,0.0118,0.0166,0,60N_030E
33.81842,51.98814,33.88242,52.02814,2015.95,0.857,81.63,10.8392,18,2.6601,1.253,3.0343,1,60N_030E
33.99556,55.77932,34.05956,55.81932,1842.43,0.4991,67.35,0.2369,1,0.0,0.1185,0.0,0,60N_030E
31.82428,53.58444,31.88828,53.62444,1943.96,0.4667,75.02,2.3688,10,0.5187,0.4691,1.6603,1,60N_030E
39.41305,52.19699,39.47705,52.23699,2006.62,0.9856,79.29,1.9422,5,0.7982,0.4642,0.2606,0,60N_030E
38.62989,57.89193,38.69389,57.93193,1742.03,0.4295,74.03,1.6323,4,0.0331,0.6516,0.1872,0,60N_030E
37.44791,58.73232,37.51191,58.77232,1701.39,0.7977,79.97,10.9042,16,4.2609,2.2336,0.848,0,60N_030E
39.32027,55.03253,39.38427,55.07253,1877.29,0.793,80.6,11.9162,3,0.0,9.618,0.2346,0,60N_030E
33.08832,54.19492,33.15232,54.23492,1916.02,0.6543,80.15,3.432,11,0.3103,1.1605,0.6704,0,60N_030E
35.11294,53.99385,35.17694,54.03385,1925.24,0.8573,85.16,2.3898,9,0.1847,0.3932,0.502,0,60N_030E
31.88717,55.68133,31.95117,55.72133,1847.02,0.7289,76.54,10.0884,8,0.0,3.9218,0.0,0,60N_030E
32.88843,56.57199,32.95243,56.61199,1805.06,0.9899,87.66,0.0924,0,0.0095,0.0379,0.0261,0,60N_030E
34.83491,57.14928,34.89891,57.18928,1777.61,0.5048,81.72,2.0937,6,0.8313,0.5399,0.7389,0,60N_030E
31.54916,59.23507,31.61316,59.27507,1676.89,0.7325,82.95,6.512,11,1.0493,1.2632,2.8449,1,60N_030E
34.40026,55.00752,34.46426,55.04752,1878.46,0.7222,79.53,6.2193,4,0.9899,2.4672,0.7531,0,60N_030E
35.15203,53.62775,35.21603,53.66775,1941.99,0.9655,87.38,0.7814,2,0.0024,0.3765,0.0568,0,60N_030E
33.63148,57.46334,33.69548,57.50334,1762.6,0.7014,80.52,6.0731,9,1.8688,1.684,0.654,0,60N_030E
46.42114,58.17231,46.48514,58.21231,1728.51,0.9909,83.88,9.3584,11,2.7053,1.7322,0.7862,0,60N_040E
47.97906,59.38161,48.04306,59.42161,1669.73,0.8353,79.48,20.4985,13,1.7451,5.0751,0.5991,0,60N_040E
41.87433,56.75984,41.93833,56.79984,1796.15,0.7767,84.45,2.5769,5,0.0142,0.7958,1.8355,1,60N_040E
46.70618,58.73285,46.77018,58.77285,1701.36,0.7774,76.1,0.701,2,0.0,0.438,0.947,0,60N_040E
48.19501,53.67733,48.25901,53.71733,1939.72,0.4987,81.29,3.5643,12,0.1042,0.5802,0.1184,0,60N_040E
46.10077,58.99582,46.16477,59.03582,1688.56,0.907,83.44,5.4223,10,0.8074,1.5824,4.4246,1,60N_040E
46.86231,53.06075,46.92631,53.10075,1967.76,0.4143,79.43,2.4405,9,0.0782,0.4691,0.9453,0,60N_040E
42.54807,56.05716,42.61207,56.09716,1829.37,0.4954,81.77,4.8596,14,0.6374,0.6326,2.0045,1,60N_040E
46.31393,54.11619,46.37793,54.15619,1919.63,0.7422,80.05,5.9505,13,2.4184,0.9972,4.5952,1,60N_040E
45.66407,59.00135,45.72807,59.04135,1688.3,0.7715,83.19,5.8535,12,1.1723,1.0355,5.7922,1,60N_040E
40.45517,55.97799,40.51917,56.01799,1833.1,0.8038,83.34,5.9709,14,2.7355,1.5844,4.6436,1,60N_040E
46.944,55.39088,47.008,55.43088,1860.61,0.485,82.75,2.3432,6,0.3838,0.6776,0.7937,0,60N_040E
47.28532,52.9717,47.34932,53.0117,1971.78,0.5006,80.13,2.016,6,0.559,0.4619,0.7961,0,60N_040E
44.54831,59.30695,44.61231,59.34695,1673.38,0.8667,80.14,8.8249,14,0.7745,1.4854,9.3186,1,60N_040E
42.03194,57.30998,42.09594,57.34998,1769.94,0.6852,84.18,4.4134,12,0.7936,0.8431,3.5828,1,60N_040E
40.33812,58.71794,40.40212,58.75794,1702.09,0.5848,81.77,7.1062,12,1.0444,1.1721,1.3287,1,60N_040E
46.44813,58.47791,46.51213,58.51791,1713.73,0.428,81.62,2.3922,10,0.0,0.424,1.2559,1,60N_040E
44.33076,54.83187,44.39476,54.87187,1886.61,0.9219,81.73,9.9222,13,1.793,1.8242,3.4244,1,60N_040E
40.91293,55.36786,40.97693,55.40786,1861.68,0.9397,80.28,14.5541,17,3.5295,2.4009,3.2215,1,60N_040E
40.96684,55.09728,41.03084,55.13728,1874.28,0.747,75.08,4.4246,11,0.1397,1.0257,1.2247,1,60N_040E
47.03462,52.53286,47.09862,52.57286,1991.56,0.5366,70.59,0.495,1,0.0,0.2605,0.0,0,60N_040E
48.26791,55.23391,48.33191,55.27391,1867.93,0.4612,81.22,5.8158,10,1.724,1.4635,0.2676,0,60N_040E
41.87971,56.21248,41.94371,56.25248,1822.06,0.8198,83.13,6.2015,13,1.5705,0.8624,4.3894,1,60N_040E
41.29457,54.51483,41.35857,54.55483,1901.27,0.8096,77.91,13.0738,14,3.8115,2.1206,15.5752,1,60N_040E
48.43807,59.45015,48.50207,59.49015,1666.37,0.9887,82.5,0.7937,2,0.019,0.5805,0.0,0,60N_040E
45.75513,58.73111,45.81913,58.77111,1701.45,0.8861,83.87,6.4657,9,2.2852,1.9157,4.9028,1,60N_040E
40.33619,50.73706,40.40019,50.77706,2071.22,0.9831,84.36,2.1009,9,0.5377,0.2842,0.4311,0,60N_040E
44.29627,58.91503,44.36027,58.95503,1692.5,0.9847,85.57,6.465,6,1.4686,2.6019,10.093,1,60N_040E
42.86239,55.60085,42.92639,55.64085,1850.79,0.8963,76.57,2.7024,9,0.0166,0.5589,0.1966,0,60N_040E
47.1917,54.35309,47.2557,54.39309,1908.73,0.4369,73.48,4.7198,13,0.8834,0.9566,0.2937,0,60N_040E
41.76022,55.56541,41.82422,55.60541,1852.45,0.4098,72.69,1.3924,7,0.0142,0.1894,0.0071,0,60N_040E
40.9957,56.19956,41.0597,56.23956,1822.66,0.8906,81.59,3.4946,11,0.7226,0.5141,0.0237,0,60N_040E
44.1992,58.98506,44.2632,59.02506,1689.09,0.9721,82.91,9.5966,12,0.2749,2.6142,0.2037,0,60N_040E
44.66407,57.23567,44.72807,57.27567,1773.49,0.9035,81.9,13.0954,16,0.0403,2.9825,0.1137,0,60N_040E
41.41967,56.78878,41.48367,56.82878,1794.77,0.3711,77.1,4.2072,9,0.0829,1.2838,0.019,0,60N_040E
